N,Fecha,Ciudad,Valor,Variable,Tipo,Escenario
16,24/03/2020,Cartagena de Indias,76,Activos,Real,Base
17,25/03/2020,Cartagena de Indias,78,Activos,Real,Base
18,26/03/2020,Cartagena de Indias,83,Activos,Real,Base
19,27/03/2020,Cartagena de Indias,84,Activos,Real,Base
20,28/03/2020,Cartagena de Indias,89,Activos,Real,Base
21,29/03/2020,Cartagena de Indias,95,Activos,Real,Base
22,30/03/2020,Cartagena de Indias,99,Activos,Real,Base
23,31/03/2020,Cartagena de Indias,102,Activos,Real,Base
24,1/04/2020,Cartagena de Indias,111,Activos,Real,Base
25,2/04/2020,Cartagena de Indias,114,Activos,Real,Base
26,3/04/2020,Cartagena de Indias,118,Activos,Real,Base
27,4/04/2020,Cartagena de Indias,121,Activos,Real,Base
28,5/04/2020,Cartagena de Indias,131,Activos,Real,Base
29,6/04/2020,Cartagena de Indias,136,Activos,Real,Base
30,7/04/2020,Cartagena de Indias,139,Activos,Real,Base
31,8/04/2020,Cartagena de Indias,141,Activos,Real,Base
32,9/04/2020,Cartagena de Indias,144,Activos,Real,Base
33,10/04/2020,Cartagena de Indias,152,Activos,Real,Base
34,11/04/2020,Cartagena de Indias,153,Activos,Real,Base
35,12/04/2020,Cartagena de Indias,161,Activos,Real,Base
36,13/04/2020,Cartagena de Indias,170,Activos,Real,Base
37,14/04/2020,Cartagena de Indias,178,Activos,Real,Base
38,15/04/2020,Cartagena de Indias,183,Activos,Real,Base
39,16/04/2020,Cartagena de Indias,187,Activos,Real,Base
40,17/04/2020,Cartagena de Indias,198,Activos,Real,Base
41,18/04/2020,Cartagena de Indias,209,Activos,Real,Base
42,19/04/2020,Cartagena de Indias,225,Activos,Real,Base
43,20/04/2020,Cartagena de Indias,238,Activos,Real,Base
44,21/04/2020,Cartagena de Indias,246,Activos,Real,Base
45,22/04/2020,Cartagena de Indias,259,Activos,Real,Base
46,23/04/2020,Cartagena de Indias,275,Activos,Real,Base
47,24/04/2020,Cartagena de Indias,282,Activos,Real,Base
48,25/04/2020,Cartagena de Indias,298,Activos,Real,Base
49,26/04/2020,Cartagena de Indias,342,Activos,Real,Base
50,27/04/2020,Cartagena de Indias,367,Activos,Real,Base
51,28/04/2020,Cartagena de Indias,406,Activos,Real,Base
52,29/04/2020,Cartagena de Indias,432,Activos,Real,Base
53,30/04/2020,Cartagena de Indias,478,Activos,Real,Base
54,1/05/2020,Cartagena de Indias,551,Activos,Real,Base
55,2/05/2020,Cartagena de Indias,620,Activos,Real,Base
56,3/05/2020,Cartagena de Indias,678,Activos,Real,Base
57,4/05/2020,Cartagena de Indias,746,Activos,Real,Base
58,5/05/2020,Cartagena de Indias,825,Activos,Real,Base
59,6/05/2020,Cartagena de Indias,903,Activos,Real,Base
60,7/05/2020,Cartagena de Indias,988,Activos,Real,Base
61,8/05/2020,Cartagena de Indias,1045,Activos,Real,Base
62,9/05/2020,Cartagena de Indias,1143,Activos,Real,Base
63,10/05/2020,Cartagena de Indias,1252,Activos,Real,Base
64,11/05/2020,Cartagena de Indias,1332,Activos,Real,Base
65,12/05/2020,Cartagena de Indias,1468,Activos,Real,Base
66,13/05/2020,Cartagena de Indias,1566,Activos,Real,Base
67,14/05/2020,Cartagena de Indias,1704,Activos,Real,Base
68,15/05/2020,Cartagena de Indias,1891,Activos,Real,Base
69,16/05/2020,Cartagena de Indias,2057,Activos,Real,Base
70,17/05/2020,Cartagena de Indias,2238,Activos,Real,Base
71,18/05/2020,Cartagena de Indias,2435,Activos,Real,Base
72,19/05/2020,Cartagena de Indias,2615,Activos,Real,Base
73,20/05/2020,Cartagena de Indias,2816,Activos,Real,Base
74,21/05/2020,Cartagena de Indias,3083,Activos,Real,Base
75,22/05/2020,Cartagena de Indias,3192,Activos,Real,Base
76,23/05/2020,Cartagena de Indias,3458,Activos,Real,Base
77,24/05/2020,Cartagena de Indias,3489,Activos,Real,Base
78,25/05/2020,Cartagena de Indias,3563,Activos,Real,Base
79,26/05/2020,Cartagena de Indias,3726,Activos,Real,Base
80,27/05/2020,Cartagena de Indias,3814,Activos,Real,Base
81,28/05/2020,Cartagena de Indias,3892,Activos,Real,Base
82,29/05/2020,Cartagena de Indias,3944,Activos,Real,Base
83,30/05/2020,Cartagena de Indias,3984,Activos,Real,Base
84,31/05/2020,Cartagena de Indias,3980,Activos,Real,Base
85,1/06/2020,Cartagena de Indias,4105,Activos,Real,Base
86,2/06/2020,Cartagena de Indias,4127,Activos,Real,Base
87,3/06/2020,Cartagena de Indias,4275,Activos,Real,Base
88,4/06/2020,Cartagena de Indias,4326,Activos,Real,Base
89,5/06/2020,Cartagena de Indias,4404,Activos,Real,Base
90,6/06/2020,Cartagena de Indias,4540,Activos,Real,Base
91,7/06/2020,Cartagena de Indias,4591,Activos,Real,Base
92,8/06/2020,Cartagena de Indias,4738,Activos,Real,Base
93,9/06/2020,Cartagena de Indias,4931,Activos,Real,Base
94,10/06/2020,Cartagena de Indias,5097,Activos,Real,Base
95,11/06/2020,Cartagena de Indias,5229,Activos,Real,Base
96,12/06/2020,Cartagena de Indias,5445,Activos,Real,Base
97,13/06/2020,Cartagena de Indias,5586,Activos,Real,Base
98,14/06/2020,Cartagena de Indias,5738,Activos,Real,Base
99,15/06/2020,Cartagena de Indias,5957,Activos,Real,Base
100,16/06/2020,Cartagena de Indias,6223,Activos,Real,Base
101,17/06/2020,Cartagena de Indias,6414,Activos,Real,Base
102,18/06/2020,Cartagena de Indias,6555,Activos,Real,Base
103,19/06/2020,Cartagena de Indias,6664,Activos,Real,Base
104,20/06/2020,Cartagena de Indias,6751,Activos,Real,Base
105,21/06/2020,Cartagena de Indias,6697,Activos,Real,Base
106,22/06/2020,Cartagena de Indias,6824,Activos,Real,Base
107,23/06/2020,Cartagena de Indias,6885,Activos,Real,Base
108,24/06/2020,Cartagena de Indias,6988,Activos,Real,Base
109,25/06/2020,Cartagena de Indias,6960,Activos,Real,Base
110,26/06/2020,Cartagena de Indias,7029,Activos,Real,Base
111,27/06/2020,Cartagena de Indias,7095,Activos,Real,Base
112,28/06/2020,Cartagena de Indias,7134,Activos,Real,Base
113,29/06/2020,Cartagena de Indias,7115,Activos,Real,Base
114,30/06/2020,Cartagena de Indias,7294,Activos,Real,Base
115,1/07/2020,Cartagena de Indias,7554,Activos,Real,Base
116,2/07/2020,Cartagena de Indias,7725,Activos,Real,Base
117,3/07/2020,Cartagena de Indias,7841,Activos,Real,Base
118,4/07/2020,Cartagena de Indias,7821,Activos,Real,Base
119,5/07/2020,Cartagena de Indias,7918,Activos,Real,Base
120,6/07/2020,Cartagena de Indias,7859,Activos,Real,Base
121,7/07/2020,Cartagena de Indias,7860,Activos,Real,Base
122,8/07/2020,Cartagena de Indias,7941,Activos,Real,Base
123,9/07/2020,Cartagena de Indias,7917,Activos,Real,Base
124,10/07/2020,Cartagena de Indias,7997,Activos,Real,Base
125,11/07/2020,Cartagena de Indias,7987,Activos,Real,Base
126,12/07/2020,Cartagena de Indias,7951,Activos,Real,Base
127,13/07/2020,Cartagena de Indias,8018,Activos,Real,Base
128,14/07/2020,Cartagena de Indias,8024,Activos,Real,Base
129,15/07/2020,Cartagena de Indias,8019,Activos,Real,Base
130,16/07/2020,Cartagena de Indias,7995,Activos,Real,Base
131,17/07/2020,Cartagena de Indias,7820,Activos,Real,Base
132,18/07/2020,Cartagena de Indias,7531,Activos,Real,Base
133,19/07/2020,Cartagena de Indias,7278,Activos,Real,Base
134,20/07/2020,Cartagena de Indias,7209,Activos,Real,Base
135,21/07/2020,Cartagena de Indias,7160,Activos,Real,Base
136,22/07/2020,Cartagena de Indias,7154,Activos,Real,Base
137,23/07/2020,Cartagena de Indias,6975,Activos,Real,Base
138,24/07/2020,Cartagena de Indias,7147,Activos,Real,Base
139,25/07/2020,Cartagena de Indias,6911,Activos,Real,Base
140,26/07/2020,Cartagena de Indias,6756,Activos,Real,Base
141,27/07/2020,Cartagena de Indias,6578,Activos,Real,Base
142,28/07/2020,Cartagena de Indias,6531,Activos,Real,Base
143,29/07/2020,Cartagena de Indias,6344,Activos,Real,Base
144,30/07/2020,Cartagena de Indias,6127,Activos,Real,Base
145,31/07/2020,Cartagena de Indias,6039,Activos,Real,Base
146,1/08/2020,Cartagena de Indias,5826,Activos,Real,Base
147,2/08/2020,Cartagena de Indias,5873,Activos,Real,Base
148,3/08/2020,Cartagena de Indias,5743,Activos,Real,Base
149,4/08/2020,Cartagena de Indias,5555,Activos,Real,Base
150,5/08/2020,Cartagena de Indias,5452,Activos,Real,Base
151,6/08/2020,Cartagena de Indias,5289,Activos,Real,Base
152,7/08/2020,Cartagena de Indias,5185,Activos,Real,Base
153,8/08/2020,Cartagena de Indias,5017,Activos,Real,Base
154,9/08/2020,Cartagena de Indias,4848,Activos,Real,Base
155,10/08/2020,Cartagena de Indias,4888,Activos,Real,Base
156,11/08/2020,Cartagena de Indias,4826,Activos,Real,Base
157,12/08/2020,Cartagena de Indias,4753,Activos,Real,Base
158,13/08/2020,Cartagena de Indias,4684,Activos,Real,Base
159,14/08/2020,Cartagena de Indias,4559,Activos,Real,Base
160,15/08/2020,Cartagena de Indias,4358,Activos,Real,Base
161,16/08/2020,Cartagena de Indias,4222,Activos,Real,Base
162,17/08/2020,Cartagena de Indias,4138,Activos,Real,Base
163,18/08/2020,Cartagena de Indias,4077,Activos,Real,Base
164,19/08/2020,Cartagena de Indias,3928,Activos,Real,Base
165,20/08/2020,Cartagena de Indias,3667,Activos,Real,Base
166,21/08/2020,Cartagena de Indias,3612,Activos,Real,Base
167,22/08/2020,Cartagena de Indias,3499,Activos,Real,Base
168,23/08/2020,Cartagena de Indias,3052,Activos,Real,Base
169,24/08/2020,Cartagena de Indias,2896,Activos,Real,Base
170,25/08/2020,Cartagena de Indias,2710,Activos,Real,Base
171,26/08/2020,Cartagena de Indias,2528,Activos,Real,Base
172,27/08/2020,Cartagena de Indias,2239,Activos,Real,Base
173,28/08/2020,Cartagena de Indias,2173,Activos,Real,Base
174,29/08/2020,Cartagena de Indias,2106,Activos,Real,Base
175,30/08/2020,Cartagena de Indias,1988,Activos,Real,Base
176,31/08/2020,Cartagena de Indias,1827,Activos,Real,Base
177,1/09/2020,Cartagena de Indias,1751,Activos,Real,Base
0,1/03/2020,Cartagena de Indias,6.821715505,Activos,Ajuste,Base
1,2/03/2020,Cartagena de Indias,2.177279293,Activos,Ajuste,Base
2,6/03/2020,Cartagena de Indias,4.503184523,Activos,Ajuste,Base
3,11/03/2020,Cartagena de Indias,7.818559174,Activos,Ajuste,Base
4,12/03/2020,Cartagena de Indias,9.922094913,Activos,Ajuste,Base
5,13/03/2020,Cartagena de Indias,10.93369842,Activos,Ajuste,Base
6,14/03/2020,Cartagena de Indias,15.15352487,Activos,Ajuste,Base
7,15/03/2020,Cartagena de Indias,19.27439709,Activos,Ajuste,Base
8,16/03/2020,Cartagena de Indias,26.4637245,Activos,Ajuste,Base
9,17/03/2020,Cartagena de Indias,34.53128658,Activos,Ajuste,Base
10,18/03/2020,Cartagena de Indias,37.23117819,Activos,Ajuste,Base
11,19/03/2020,Cartagena de Indias,43.10328939,Activos,Ajuste,Base
12,20/03/2020,Cartagena de Indias,47.88549587,Activos,Ajuste,Base
13,21/03/2020,Cartagena de Indias,57.85598918,Activos,Ajuste,Base
14,22/03/2020,Cartagena de Indias,61.44568073,Activos,Ajuste,Base
15,23/03/2020,Cartagena de Indias,68.22595159,Activos,Ajuste,Base
16,24/03/2020,Cartagena de Indias,71.87698742,Activos,Ajuste,Base
17,25/03/2020,Cartagena de Indias,76.66053389,Activos,Ajuste,Base
18,26/03/2020,Cartagena de Indias,78.39879252,Activos,Ajuste,Base
19,27/03/2020,Cartagena de Indias,83.41192074,Activos,Ajuste,Base
20,28/03/2020,Cartagena de Indias,84.34029899,Activos,Ajuste,Base
21,29/03/2020,Cartagena de Indias,89.61025698,Activos,Ajuste,Base
22,30/03/2020,Cartagena de Indias,95.96887185,Activos,Ajuste,Base
23,31/03/2020,Cartagena de Indias,100.2876286,Activos,Ajuste,Base
24,1/04/2020,Cartagena de Indias,103.6847928,Activos,Ajuste,Base
25,2/04/2020,Cartagena de Indias,113.4460553,Activos,Ajuste,Base
26,3/04/2020,Cartagena de Indias,116.9464863,Activos,Ajuste,Base
27,4/04/2020,Cartagena de Indias,121.6665921,Activos,Ajuste,Base
28,5/04/2020,Cartagena de Indias,125.500466,Activos,Ajuste,Base
29,6/04/2020,Cartagena de Indias,136.7695665,Activos,Ajuste,Base
30,7/04/2020,Cartagena de Indias,142.8166892,Activos,Ajuste,Base
31,8/04/2020,Cartagena de Indias,146.9533369,Activos,Ajuste,Base
32,9/04/2020,Cartagena de Indias,150.2903995,Activos,Ajuste,Base
33,10/04/2020,Cartagena de Indias,154.9309658,Activos,Ajuste,Base
34,11/04/2020,Cartagena de Indias,164.9788887,Activos,Ajuste,Base
35,12/04/2020,Cartagena de Indias,167.8465286,Activos,Ajuste,Base
36,13/04/2020,Cartagena de Indias,178.2931905,Activos,Ajuste,Base
37,14/04/2020,Cartagena de Indias,189.8650119,Activos,Ajuste,Base
38,15/04/2020,Cartagena de Indias,200.4890628,Activos,Ajuste,Base
39,16/04/2020,Cartagena de Indias,208.1617004,Activos,Ajuste,Base
40,17/04/2020,Cartagena de Indias,215.0793678,Activos,Ajuste,Base
41,18/04/2020,Cartagena de Indias,229.5666243,Activos,Ajuste,Base
42,19/04/2020,Cartagena de Indias,244.1463056,Activos,Ajuste,Base
43,20/04/2020,Cartagena de Indias,264.0365848,Activos,Ajuste,Base
44,21/04/2020,Cartagena de Indias,280.8249295,Activos,Ajuste,Base
45,22/04/2020,Cartagena de Indias,292.6002412,Activos,Ajuste,Base
46,23/04/2020,Cartagena de Indias,309.9201063,Activos,Ajuste,Base
47,24/04/2020,Cartagena de Indias,330.5547119,Activos,Ajuste,Base
48,25/04/2020,Cartagena de Indias,342.0141052,Activos,Ajuste,Base
49,26/04/2020,Cartagena de Indias,363.2817291,Activos,Ajuste,Base
50,27/04/2020,Cartagena de Indias,413.7236486,Activos,Ajuste,Base
51,28/04/2020,Cartagena de Indias,443.7870471,Activos,Ajuste,Base
52,29/04/2020,Cartagena de Indias,488.4553704,Activos,Ajuste,Base
53,30/04/2020,Cartagena de Indias,519.3655403,Activos,Ajuste,Base
54,1/05/2020,Cartagena de Indias,571.2414658,Activos,Ajuste,Base
55,2/05/2020,Cartagena de Indias,650.7015456,Activos,Ajuste,Base
56,3/05/2020,Cartagena de Indias,724.8848482,Activos,Ajuste,Base
57,4/05/2020,Cartagena de Indias,786.9329926,Activos,Ajuste,Base
58,5/05/2020,Cartagena de Indias,859.1527493,Activos,Ajuste,Base
59,6/05/2020,Cartagena de Indias,942.3568551,Activos,Ajuste,Base
60,7/05/2020,Cartagena de Indias,1023.900008,Activos,Ajuste,Base
61,8/05/2020,Cartagena de Indias,1112.279191,Activos,Ajuste,Base
62,9/05/2020,Cartagena de Indias,1171.172014,Activos,Ajuste,Base
63,10/05/2020,Cartagena de Indias,1273.114506,Activos,Ajuste,Base
64,11/05/2020,Cartagena de Indias,1385.669998,Activos,Ajuste,Base
65,12/05/2020,Cartagena de Indias,1467.261216,Activos,Ajuste,Base
66,13/05/2020,Cartagena de Indias,1607.089785,Activos,Ajuste,Base
67,14/05/2020,Cartagena de Indias,1706.006601,Activos,Ajuste,Base
68,15/05/2020,Cartagena de Indias,1846.361027,Activos,Ajuste,Base
69,16/05/2020,Cartagena de Indias,2036.212114,Activos,Ajuste,Base
70,17/05/2020,Cartagena de Indias,2201.717021,Activos,Ajuste,Base
71,18/05/2020,Cartagena de Indias,2381.325886,Activos,Ajuste,Base
72,19/05/2020,Cartagena de Indias,2575.866412,Activos,Ajuste,Base
73,20/05/2020,Cartagena de Indias,2750.960493,Activos,Ajuste,Base
74,21/05/2020,Cartagena de Indias,2946.871643,Activos,Ajuste,Base
75,22/05/2020,Cartagena de Indias,3209.696767,Activos,Ajuste,Base
76,23/05/2020,Cartagena de Indias,3305.594165,Activos,Ajuste,Base
77,24/05/2020,Cartagena de Indias,3566.547727,Activos,Ajuste,Base
78,25/05/2020,Cartagena de Indias,3581.129029,Activos,Ajuste,Base
79,26/05/2020,Cartagena de Indias,3645.537112,Activos,Ajuste,Base
80,27/05/2020,Cartagena de Indias,3805.195655,Activos,Ajuste,Base
81,28/05/2020,Cartagena de Indias,3886.900961,Activos,Ajuste,Base
82,29/05/2020,Cartagena de Indias,3960.539166,Activos,Ajuste,Base
83,30/05/2020,Cartagena de Indias,4009.559983,Activos,Ajuste,Base
84,31/05/2020,Cartagena de Indias,4048.999868,Activos,Ajuste,Base
85,1/06/2020,Cartagena de Indias,4045.712736,Activos,Ajuste,Base
86,2/06/2020,Cartagena de Indias,4179.86265,Activos,Ajuste,Base
87,3/06/2020,Cartagena de Indias,4206.351542,Activos,Ajuste,Base
88,4/06/2020,Cartagena de Indias,4365.869263,Activos,Ajuste,Base
89,5/06/2020,Cartagena de Indias,4422.92117,Activos,Ajuste,Base
90,6/06/2020,Cartagena de Indias,4509.426981,Activos,Ajuste,Base
91,7/06/2020,Cartagena de Indias,4656.327186,Activos,Ajuste,Base
92,8/06/2020,Cartagena de Indias,4713.546004,Activos,Ajuste,Base
93,9/06/2020,Cartagena de Indias,4871.538798,Activos,Ajuste,Base
94,10/06/2020,Cartagena de Indias,5075.072495,Activos,Ajuste,Base
95,11/06/2020,Cartagena de Indias,5247.294367,Activos,Ajuste,Base
96,12/06/2020,Cartagena de Indias,5382.310778,Activos,Ajuste,Base
97,13/06/2020,Cartagena de Indias,5603.66482,Activos,Ajuste,Base
98,14/06/2020,Cartagena de Indias,5743.948795,Activos,Ajuste,Base
99,15/06/2020,Cartagena de Indias,5895.146116,Activos,Ajuste,Base
100,16/06/2020,Cartagena de Indias,6114.847913,Activos,Ajuste,Base
101,17/06/2020,Cartagena de Indias,6380.139501,Activos,Ajuste,Base
102,18/06/2020,Cartagena de Indias,6563.500042,Activos,Ajuste,Base
103,19/06/2020,Cartagena de Indias,6693.858931,Activos,Ajuste,Base
104,20/06/2020,Cartagena de Indias,6791.589999,Activos,Ajuste,Base
105,21/06/2020,Cartagena de Indias,6867.910309,Activos,Ajuste,Base
106,22/06/2020,Cartagena de Indias,6800.005252,Activos,Ajuste,Base
107,23/06/2020,Cartagena de Indias,6925.556506,Activos,Ajuste,Base
108,24/06/2020,Cartagena de Indias,6981.711391,Activos,Ajuste,Base
109,25/06/2020,Cartagena de Indias,7082.501676,Activos,Ajuste,Base
110,26/06/2020,Cartagena de Indias,7047.074994,Activos,Ajuste,Base
111,27/06/2020,Cartagena de Indias,7115.793365,Activos,Ajuste,Base
112,28/06/2020,Cartagena de Indias,7181.144286,Activos,Ajuste,Base
113,29/06/2020,Cartagena de Indias,7218.247413,Activos,Ajuste,Base
114,30/06/2020,Cartagena de Indias,7195.778412,Activos,Ajuste,Base
115,1/07/2020,Cartagena de Indias,7380.470531,Activos,Ajuste,Base
116,2/07/2020,Cartagena de Indias,7644.058289,Activos,Ajuste,Base
117,3/07/2020,Cartagena de Indias,7808.401318,Activos,Ajuste,Base
118,4/07/2020,Cartagena de Indias,7912.574717,Activos,Ajuste,Base
119,5/07/2020,Cartagena de Indias,7874.859699,Activos,Ajuste,Base
120,6/07/2020,Cartagena de Indias,7961.719823,Activos,Ajuste,Base
121,7/07/2020,Cartagena de Indias,7885.882093,Activos,Ajuste,Base
122,8/07/2020,Cartagena de Indias,7876.186456,Activos,Ajuste,Base
123,9/07/2020,Cartagena de Indias,7950.531619,Activos,Ajuste,Base
124,10/07/2020,Cartagena de Indias,7914.333477,Activos,Ajuste,Base
125,11/07/2020,Cartagena de Indias,7987.582451,Activos,Ajuste,Base
126,12/07/2020,Cartagena de Indias,7965.492655,Activos,Ajuste,Base
127,13/07/2020,Cartagena de Indias,7917.48333,Activos,Ajuste,Base
128,14/07/2020,Cartagena de Indias,7977.652155,Activos,Ajuste,Base
129,15/07/2020,Cartagena de Indias,7972.351712,Activos,Ajuste,Base
130,16/07/2020,Cartagena de Indias,7955.571417,Activos,Ajuste,Base
131,17/07/2020,Cartagena de Indias,7919.24445,Activos,Ajuste,Base
132,18/07/2020,Cartagena de Indias,7727.160953,Activos,Ajuste,Base
133,19/07/2020,Cartagena de Indias,7422.43098,Activos,Ajuste,Base
134,20/07/2020,Cartagena de Indias,7163.192759,Activos,Ajuste,Base
135,21/07/2020,Cartagena de Indias,7100.07245,Activos,Ajuste,Base
136,22/07/2020,Cartagena de Indias,7056.127595,Activos,Ajuste,Base
137,23/07/2020,Cartagena de Indias,7054.604471,Activos,Ajuste,Base
138,24/07/2020,Cartagena de Indias,6870.627579,Activos,Ajuste,Base
139,25/07/2020,Cartagena de Indias,7052.889166,Activos,Ajuste,Base
140,26/07/2020,Cartagena de Indias,6803.289761,Activos,Ajuste,Base
141,27/07/2020,Cartagena de Indias,6643.086205,Activos,Ajuste,Base
142,28/07/2020,Cartagena de Indias,6460.953076,Activos,Ajuste,Base
143,29/07/2020,Cartagena de Indias,6416.724078,Activos,Ajuste,Base
144,30/07/2020,Cartagena de Indias,6225.013963,Activos,Ajuste,Base
145,31/07/2020,Cartagena de Indias,6004.702291,Activos,Ajuste,Base
146,1/08/2020,Cartagena de Indias,5920.968327,Activos,Ajuste,Base
147,2/08/2020,Cartagena de Indias,5706.003629,Activos,Ajuste,Base
148,3/08/2020,Cartagena de Indias,5762.817758,Activos,Ajuste,Base
149,4/08/2020,Cartagena de Indias,5629.837289,Activos,Ajuste,Base
150,5/08/2020,Cartagena de Indias,5437.146847,Activos,Ajuste,Base
151,6/08/2020,Cartagena de Indias,5334.65779,Activos,Ajuste,Base
152,7/08/2020,Cartagena de Indias,5169.047362,Activos,Ajuste,Base
153,8/08/2020,Cartagena de Indias,5065.664984,Activos,Ajuste,Base
154,9/08/2020,Cartagena de Indias,4895.009711,Activos,Ajuste,Base
155,10/08/2020,Cartagena de Indias,4724.600976,Activos,Ajuste,Base
156,11/08/2020,Cartagena de Indias,4771.703645,Activos,Ajuste,Base
157,12/08/2020,Cartagena de Indias,4707.181851,Activos,Ajuste,Base
158,13/08/2020,Cartagena de Indias,4629.599352,Activos,Ajuste,Base
159,14/08/2020,Cartagena de Indias,4555.133908,Activos,Ajuste,Base
160,15/08/2020,Cartagena de Indias,4421.718094,Activos,Ajuste,Base
161,16/08/2020,Cartagena de Indias,4210.700787,Activos,Ajuste,Base
162,17/08/2020,Cartagena de Indias,4070.479979,Activos,Ajuste,Base
163,18/08/2020,Cartagena de Indias,3984.934298,Activos,Ajuste,Base
164,19/08/2020,Cartagena de Indias,3922.222843,Activos,Ajuste,Base
165,20/08/2020,Cartagena de Indias,3766.857927,Activos,Ajuste,Base
166,21/08/2020,Cartagena de Indias,3497.226735,Activos,Ajuste,Base
167,22/08/2020,Cartagena de Indias,3446.114021,Activos,Ajuste,Base
168,23/08/2020,Cartagena de Indias,3332.569264,Activos,Ajuste,Base
169,24/08/2020,Cartagena de Indias,2873.209491,Activos,Ajuste,Base
170,25/08/2020,Cartagena de Indias,2726.358286,Activos,Ajuste,Base
171,26/08/2020,Cartagena de Indias,2548.30301,Activos,Ajuste,Base
172,27/08/2020,Cartagena de Indias,2375.345423,Activos,Ajuste,Base
173,28/08/2020,Cartagena de Indias,2092.360292,Activos,Ajuste,Base
174,29/08/2020,Cartagena de Indias,2044.549856,Activos,Ajuste,Base
175,30/08/2020,Cartagena de Indias,1991.968498,Activos,Ajuste,Base
176,31/08/2020,Cartagena de Indias,1883.534925,Activos,Ajuste,Base
177,1/09/2020,Cartagena de Indias,1729.784721,Activos,Ajuste,Base
178,2/09/2020,Cartagena de Indias,1664.883085,Activos,Pronostico,Base
179,3/09/2020,Cartagena de Indias,1587.464539,Activos,Pronostico,Base
180,4/09/2020,Cartagena de Indias,1517.742669,Activos,Pronostico,Base
181,5/09/2020,Cartagena de Indias,1454.672659,Activos,Pronostico,Base
182,6/09/2020,Cartagena de Indias,1397.199372,Activos,Pronostico,Base
183,7/09/2020,Cartagena de Indias,1344.28731,Activos,Pronostico,Base
184,8/09/2020,Cartagena de Indias,1294.947173,Activos,Pronostico,Base
185,9/09/2020,Cartagena de Indias,1248.258569,Activos,Pronostico,Base
186,10/09/2020,Cartagena de Indias,1203.38861,Activos,Pronostico,Base
187,11/09/2020,Cartagena de Indias,1159.606242,Activos,Pronostico,Base
188,12/09/2020,Cartagena de Indias,1116.292317,Activos,Pronostico,Base
189,13/09/2020,Cartagena de Indias,1072.945498,Activos,Pronostico,Base
190,14/09/2020,Cartagena de Indias,1029.184228,Activos,Pronostico,Base
191,15/09/2020,Cartagena de Indias,984.7450722,Activos,Pronostico,Base
