N,Fecha,Ciudad,Valor,Variable,Tipo,Escenario
178,31/08/2020,Cali,38879.9513,Total,Ajuste,Base
179,1/09/2020,Cali,38914.26471,Total,Ajuste,Base
180,2/09/2020,Cali,38935.33754,Total,Ajuste,Base
181,3/09/2020,Cali,38928.58421,Total,Ajuste,Base
182,4/09/2020,Cali,38910.98024,Total,Pronostico,Base
183,5/09/2020,Cali,38930.31611,Total,Pronostico,Base
184,6/09/2020,Cali,38945.01473,Total,Pronostico,Base
185,7/09/2020,Cali,38955.08592,Total,Pronostico,Base
186,8/09/2020,Cali,38960.54212,Total,Pronostico,Base
187,9/09/2020,Cali,38961.39823,Total,Pronostico,Base
188,10/09/2020,Cali,38957.67149,Total,Pronostico,Base
189,11/09/2020,Cali,38949.38142,Total,Pronostico,Base
190,12/09/2020,Cali,38936.54965,Total,Pronostico,Base
191,13/09/2020,Cali,38919.19983,Total,Pronostico,Base
192,14/09/2020,Cali,38897.35755,Total,Pronostico,Base
193,15/09/2020,Cali,38871.05019,Total,Pronostico,Base
194,16/09/2020,Cali,38840.30687,Total,Pronostico,Base
195,17/09/2020,Cali,38805.1583,Total,Pronostico,Base
196,18/09/2020,Cali,38765.63673,Total,Pronostico,Base
197,19/09/2020,Cali,38721.77582,Total,Pronostico,Base
198,20/09/2020,Cali,38673.61061,Total,Pronostico,Base
199,21/09/2020,Cali,38621.17733,Total,Pronostico,Base
200,22/09/2020,Cali,38564.51344,Total,Pronostico,Base
201,23/09/2020,Cali,38503.65744,Total,Pronostico,Base
202,24/09/2020,Cali,38438.64886,Total,Pronostico,Base
203,25/09/2020,Cali,38369.52815,Total,Pronostico,Base
204,26/09/2020,Cali,38296.33663,Total,Pronostico,Base
205,27/09/2020,Cali,38219.11641,Total,Pronostico,Base
206,28/09/2020,Cali,38137.91029,Total,Pronostico,Base
207,29/09/2020,Cali,38052.76176,Total,Pronostico,Base
208,30/09/2020,Cali,37963.71487,Total,Pronostico,Base
209,1/10/2020,Cali,37870.81421,Total,Pronostico,Base
210,2/10/2020,Cali,37774.10485,Total,Pronostico,Base
211,3/10/2020,Cali,37673.63227,Total,Pronostico,Base
182,4/09/2020,Cali,38942.91259,Total,LS,Base
183,5/09/2020,Cali,39088.27168,Total,LS,Base
184,6/09/2020,Cali,39229.59778,Total,LS,Base
185,7/09/2020,Cali,39366.85394,Total,LS,Base
186,8/09/2020,Cali,39500.00659,Total,LS,Base
182,4/09/2020,Cali,38755.79063,Total,LI,Base
183,5/09/2020,Cali,38901.14971,Total,LI,Base
184,6/09/2020,Cali,39042.47582,Total,LI,Base
185,7/09/2020,Cali,39179.73198,Total,LI,Base
186,8/09/2020,Cali,39312.88463,Total,LI,Base
0,2/03/2020,Cali,1,Nuevos,Real,Base
1,5/03/2020,Cali,1,Nuevos,Real,Base
2,7/03/2020,Cali,1,Nuevos,Real,Base
3,9/03/2020,Cali,4,Nuevos,Real,Base
4,10/03/2020,Cali,4,Nuevos,Real,Base
5,11/03/2020,Cali,2,Nuevos,Real,Base
6,12/03/2020,Cali,9,Nuevos,Real,Base
7,13/03/2020,Cali,6,Nuevos,Real,Base
8,14/03/2020,Cali,10,Nuevos,Real,Base
9,15/03/2020,Cali,16,Nuevos,Real,Base
10,16/03/2020,Cali,16,Nuevos,Real,Base
11,17/03/2020,Cali,15,Nuevos,Real,Base
12,18/03/2020,Cali,19,Nuevos,Real,Base
13,19/03/2020,Cali,20,Nuevos,Real,Base
14,20/03/2020,Cali,35,Nuevos,Real,Base
15,21/03/2020,Cali,20,Nuevos,Real,Base
16,22/03/2020,Cali,16,Nuevos,Real,Base
17,23/03/2020,Cali,26,Nuevos,Real,Base
18,24/03/2020,Cali,25,Nuevos,Real,Base
19,25/03/2020,Cali,27,Nuevos,Real,Base
20,26/03/2020,Cali,22,Nuevos,Real,Base
21,27/03/2020,Cali,16,Nuevos,Real,Base
22,28/03/2020,Cali,19,Nuevos,Real,Base
23,29/03/2020,Cali,10,Nuevos,Real,Base
24,30/03/2020,Cali,23,Nuevos,Real,Base
25,31/03/2020,Cali,16,Nuevos,Real,Base
26,1/04/2020,Cali,23,Nuevos,Real,Base
27,2/04/2020,Cali,20,Nuevos,Real,Base
28,3/04/2020,Cali,17,Nuevos,Real,Base
29,4/04/2020,Cali,14,Nuevos,Real,Base
30,5/04/2020,Cali,18,Nuevos,Real,Base
31,6/04/2020,Cali,20,Nuevos,Real,Base
32,7/04/2020,Cali,17,Nuevos,Real,Base
33,8/04/2020,Cali,14,Nuevos,Real,Base
34,9/04/2020,Cali,27,Nuevos,Real,Base
35,10/04/2020,Cali,12,Nuevos,Real,Base
36,11/04/2020,Cali,19,Nuevos,Real,Base
37,12/04/2020,Cali,18,Nuevos,Real,Base
38,13/04/2020,Cali,34,Nuevos,Real,Base
39,14/04/2020,Cali,22,Nuevos,Real,Base
40,15/04/2020,Cali,27,Nuevos,Real,Base
41,16/04/2020,Cali,11,Nuevos,Real,Base
42,17/04/2020,Cali,14,Nuevos,Real,Base
43,18/04/2020,Cali,28,Nuevos,Real,Base
44,19/04/2020,Cali,23,Nuevos,Real,Base
45,20/04/2020,Cali,43,Nuevos,Real,Base
46,21/04/2020,Cali,25,Nuevos,Real,Base
47,22/04/2020,Cali,32,Nuevos,Real,Base
48,23/04/2020,Cali,23,Nuevos,Real,Base
49,24/04/2020,Cali,27,Nuevos,Real,Base
50,25/04/2020,Cali,26,Nuevos,Real,Base
51,26/04/2020,Cali,33,Nuevos,Real,Base
52,27/04/2020,Cali,33,Nuevos,Real,Base
53,28/04/2020,Cali,33,Nuevos,Real,Base
54,29/04/2020,Cali,28,Nuevos,Real,Base
55,30/04/2020,Cali,31,Nuevos,Real,Base
56,1/05/2020,Cali,69,Nuevos,Real,Base
57,2/05/2020,Cali,52,Nuevos,Real,Base
58,3/05/2020,Cali,36,Nuevos,Real,Base
59,4/05/2020,Cali,57,Nuevos,Real,Base
60,5/05/2020,Cali,54,Nuevos,Real,Base
61,6/05/2020,Cali,49,Nuevos,Real,Base
62,7/05/2020,Cali,54,Nuevos,Real,Base
63,8/05/2020,Cali,65,Nuevos,Real,Base
64,9/05/2020,Cali,86,Nuevos,Real,Base
65,10/05/2020,Cali,80,Nuevos,Real,Base
66,11/05/2020,Cali,68,Nuevos,Real,Base
67,12/05/2020,Cali,71,Nuevos,Real,Base
68,13/05/2020,Cali,95,Nuevos,Real,Base
69,14/05/2020,Cali,94,Nuevos,Real,Base
70,15/05/2020,Cali,96,Nuevos,Real,Base
71,16/05/2020,Cali,86,Nuevos,Real,Base
72,17/05/2020,Cali,70,Nuevos,Real,Base
73,18/05/2020,Cali,122,Nuevos,Real,Base
74,19/05/2020,Cali,92,Nuevos,Real,Base
75,20/05/2020,Cali,132,Nuevos,Real,Base
76,21/05/2020,Cali,91,Nuevos,Real,Base
77,22/05/2020,Cali,103,Nuevos,Real,Base
78,23/05/2020,Cali,98,Nuevos,Real,Base
79,24/05/2020,Cali,73,Nuevos,Real,Base
80,25/05/2020,Cali,107,Nuevos,Real,Base
81,26/05/2020,Cali,106,Nuevos,Real,Base
82,27/05/2020,Cali,109,Nuevos,Real,Base
83,28/05/2020,Cali,138,Nuevos,Real,Base
84,29/05/2020,Cali,118,Nuevos,Real,Base
85,30/05/2020,Cali,122,Nuevos,Real,Base
86,31/05/2020,Cali,99,Nuevos,Real,Base
87,1/06/2020,Cali,247,Nuevos,Real,Base
88,2/06/2020,Cali,131,Nuevos,Real,Base
89,3/06/2020,Cali,132,Nuevos,Real,Base
90,4/06/2020,Cali,111,Nuevos,Real,Base
91,5/06/2020,Cali,243,Nuevos,Real,Base
92,6/06/2020,Cali,173,Nuevos,Real,Base
93,7/06/2020,Cali,129,Nuevos,Real,Base
94,8/06/2020,Cali,218,Nuevos,Real,Base
95,9/06/2020,Cali,202,Nuevos,Real,Base
96,10/06/2020,Cali,223,Nuevos,Real,Base
97,11/06/2020,Cali,234,Nuevos,Real,Base
98,12/06/2020,Cali,204,Nuevos,Real,Base
99,13/06/2020,Cali,163,Nuevos,Real,Base
100,14/06/2020,Cali,151,Nuevos,Real,Base
101,15/06/2020,Cali,191,Nuevos,Real,Base
102,16/06/2020,Cali,233,Nuevos,Real,Base
103,17/06/2020,Cali,221,Nuevos,Real,Base
104,18/06/2020,Cali,207,Nuevos,Real,Base
105,19/06/2020,Cali,245,Nuevos,Real,Base
106,20/06/2020,Cali,269,Nuevos,Real,Base
107,21/06/2020,Cali,219,Nuevos,Real,Base
108,22/06/2020,Cali,349,Nuevos,Real,Base
109,23/06/2020,Cali,346,Nuevos,Real,Base
110,24/06/2020,Cali,316,Nuevos,Real,Base
111,25/06/2020,Cali,444,Nuevos,Real,Base
112,26/06/2020,Cali,421,Nuevos,Real,Base
113,27/06/2020,Cali,380,Nuevos,Real,Base
114,28/06/2020,Cali,373,Nuevos,Real,Base
115,29/06/2020,Cali,418,Nuevos,Real,Base
116,30/06/2020,Cali,481,Nuevos,Real,Base
117,1/07/2020,Cali,590,Nuevos,Real,Base
118,2/07/2020,Cali,500,Nuevos,Real,Base
119,3/07/2020,Cali,465,Nuevos,Real,Base
120,4/07/2020,Cali,442,Nuevos,Real,Base
121,5/07/2020,Cali,437,Nuevos,Real,Base
122,6/07/2020,Cali,664,Nuevos,Real,Base
123,7/07/2020,Cali,550,Nuevos,Real,Base
124,8/07/2020,Cali,495,Nuevos,Real,Base
125,9/07/2020,Cali,567,Nuevos,Real,Base
126,10/07/2020,Cali,640,Nuevos,Real,Base
127,11/07/2020,Cali,516,Nuevos,Real,Base
128,12/07/2020,Cali,488,Nuevos,Real,Base
129,13/07/2020,Cali,619,Nuevos,Real,Base
130,14/07/2020,Cali,656,Nuevos,Real,Base
131,15/07/2020,Cali,567,Nuevos,Real,Base
132,16/07/2020,Cali,580,Nuevos,Real,Base
133,17/07/2020,Cali,567,Nuevos,Real,Base
134,18/07/2020,Cali,518,Nuevos,Real,Base
135,19/07/2020,Cali,434,Nuevos,Real,Base
136,20/07/2020,Cali,554,Nuevos,Real,Base
137,21/07/2020,Cali,578,Nuevos,Real,Base
138,22/07/2020,Cali,454,Nuevos,Real,Base
139,23/07/2020,Cali,487,Nuevos,Real,Base
140,24/07/2020,Cali,525,Nuevos,Real,Base
141,25/07/2020,Cali,541,Nuevos,Real,Base
142,26/07/2020,Cali,423,Nuevos,Real,Base
143,27/07/2020,Cali,754,Nuevos,Real,Base
144,28/07/2020,Cali,487,Nuevos,Real,Base
145,29/07/2020,Cali,560,Nuevos,Real,Base
146,30/07/2020,Cali,470,Nuevos,Real,Base
147,31/07/2020,Cali,499,Nuevos,Real,Base
148,1/08/2020,Cali,684,Nuevos,Real,Base
149,2/08/2020,Cali,537,Nuevos,Real,Base
150,3/08/2020,Cali,523,Nuevos,Real,Base
151,4/08/2020,Cali,590,Nuevos,Real,Base
152,5/08/2020,Cali,442,Nuevos,Real,Base
153,6/08/2020,Cali,446,Nuevos,Real,Base
154,7/08/2020,Cali,393,Nuevos,Real,Base
155,8/08/2020,Cali,389,Nuevos,Real,Base
156,9/08/2020,Cali,433,Nuevos,Real,Base
157,10/08/2020,Cali,477,Nuevos,Real,Base
158,11/08/2020,Cali,377,Nuevos,Real,Base
159,12/08/2020,Cali,425,Nuevos,Real,Base
160,13/08/2020,Cali,380,Nuevos,Real,Base
161,14/08/2020,Cali,365,Nuevos,Real,Base
162,15/08/2020,Cali,350,Nuevos,Real,Base
163,16/08/2020,Cali,330,Nuevos,Real,Base
164,17/08/2020,Cali,312,Nuevos,Real,Base
165,18/08/2020,Cali,404,Nuevos,Real,Base
166,19/08/2020,Cali,384,Nuevos,Real,Base
167,20/08/2020,Cali,616,Nuevos,Real,Base
168,21/08/2020,Cali,246,Nuevos,Real,Base
169,22/08/2020,Cali,224,Nuevos,Real,Base
170,23/08/2020,Cali,191,Nuevos,Real,Base
171,24/08/2020,Cali,273,Nuevos,Real,Base
172,25/08/2020,Cali,218,Nuevos,Real,Base
173,26/08/2020,Cali,193,Nuevos,Real,Base
174,27/08/2020,Cali,175,Nuevos,Real,Base
0,2/03/2020,Cali,0.008639177,Nuevos,Ajuste,Base
1,5/03/2020,Cali,0.222186459,Nuevos,Ajuste,Base
2,7/03/2020,Cali,0.340949205,Nuevos,Ajuste,Base
3,9/03/2020,Cali,0.414259066,Nuevos,Ajuste,Base
4,10/03/2020,Cali,0.933153616,Nuevos,Ajuste,Base
5,11/03/2020,Cali,1.29778014,Nuevos,Ajuste,Base
6,12/03/2020,Cali,1.259493838,Nuevos,Ajuste,Base
7,13/03/2020,Cali,2.270733085,Nuevos,Ajuste,Base
8,14/03/2020,Cali,2.568571483,Nuevos,Ajuste,Base
9,15/03/2020,Cali,3.377568779,Nuevos,Ajuste,Base
10,16/03/2020,Cali,4.857423016,Nuevos,Ajuste,Base
11,17/03/2020,Cali,5.949902539,Nuevos,Ajuste,Base
12,18/03/2020,Cali,6.610511096,Nuevos,Ajuste,Base
13,19/03/2020,Cali,7.687768339,Nuevos,Ajuste,Base
14,20/03/2020,Cali,8.632149581,Nuevos,Ajuste,Base
15,21/03/2020,Cali,11.53578455,Nuevos,Ajuste,Base
16,22/03/2020,Cali,11.4787321,Nuevos,Ajuste,Base
17,23/03/2020,Cali,10.85242902,Nuevos,Ajuste,Base
18,24/03/2020,Cali,11.86311778,Nuevos,Ajuste,Base
19,25/03/2020,Cali,12.46692834,Nuevos,Ajuste,Base
20,26/03/2020,Cali,13.21168918,Nuevos,Ajuste,Base
21,27/03/2020,Cali,13.03283605,Nuevos,Ajuste,Base
22,28/03/2020,Cali,12.02593292,Nuevos,Ajuste,Base
23,29/03/2020,Cali,11.73072712,Nuevos,Ajuste,Base
24,30/03/2020,Cali,10.19902711,Nuevos,Ajuste,Base
25,31/03/2020,Cali,10.9875078,Nuevos,Ajuste,Base
26,1/04/2020,Cali,10.55201941,Nuevos,Ajuste,Base
27,2/04/2020,Cali,11.27094088,Nuevos,Ajuste,Base
28,3/04/2020,Cali,11.37457559,Nuevos,Ajuste,Base
29,4/04/2020,Cali,11.02559554,Nuevos,Ajuste,Base
30,5/04/2020,Cali,10.34428435,Nuevos,Ajuste,Base
31,6/04/2020,Cali,10.44801571,Nuevos,Ajuste,Base
32,7/04/2020,Cali,10.83978836,Nuevos,Ajuste,Base
33,8/04/2020,Cali,10.71216335,Nuevos,Ajuste,Base
34,9/04/2020,Cali,10.20380077,Nuevos,Ajuste,Base
35,10/04/2020,Cali,11.76790963,Nuevos,Ajuste,Base
36,11/04/2020,Cali,10.75199126,Nuevos,Ajuste,Base
37,12/04/2020,Cali,11.06685757,Nuevos,Ajuste,Base
38,13/04/2020,Cali,11.19296703,Nuevos,Ajuste,Base
39,14/04/2020,Cali,13.6815425,Nuevos,Ajuste,Base
40,15/04/2020,Cali,13.80564404,Nuevos,Ajuste,Base
41,16/04/2020,Cali,14.6866815,Nuevos,Ajuste,Base
42,17/04/2020,Cali,13.04712076,Nuevos,Ajuste,Base
43,18/04/2020,Cali,12.34400062,Nuevos,Ajuste,Base
44,19/04/2020,Cali,13.95494771,Nuevos,Ajuste,Base
45,20/04/2020,Cali,14.49034408,Nuevos,Ajuste,Base
46,21/04/2020,Cali,17.91221482,Nuevos,Ajuste,Base
47,22/04/2020,Cali,17.89108203,Nuevos,Ajuste,Base
48,23/04/2020,Cali,19.00978882,Nuevos,Ajuste,Base
49,24/04/2020,Cali,18.62930544,Nuevos,Ajuste,Base
50,25/04/2020,Cali,19.06232023,Nuevos,Ajuste,Base
51,26/04/2020,Cali,19.37271576,Nuevos,Ajuste,Base
52,27/04/2020,Cali,20.77997793,Nuevos,Ajuste,Base
53,28/04/2020,Cali,21.98166302,Nuevos,Ajuste,Base
54,29/04/2020,Cali,23.04540317,Nuevos,Ajuste,Base
55,30/04/2020,Cali,23.28749146,Nuevos,Ajuste,Base
56,1/05/2020,Cali,24.11390706,Nuevos,Ajuste,Base
57,2/05/2020,Cali,30.53024323,Nuevos,Ajuste,Base
58,3/05/2020,Cali,33.01130762,Nuevos,Ajuste,Base
59,4/05/2020,Cali,32.7524944,Nuevos,Ajuste,Base
60,5/05/2020,Cali,35.92618432,Nuevos,Ajuste,Base
61,6/05/2020,Cali,38.12909587,Nuevos,Ajuste,Base
62,7/05/2020,Cali,39.3433234,Nuevos,Ajuste,Base
63,8/05/2020,Cali,41.31965906,Nuevos,Ajuste,Base
64,9/05/2020,Cali,44.76419784,Nuevos,Ajuste,Base
65,10/05/2020,Cali,50.78700061,Nuevos,Ajuste,Base
66,11/05/2020,Cali,54.77307144,Nuevos,Ajuste,Base
67,12/05/2020,Cali,56.40128804,Nuevos,Ajuste,Base
68,13/05/2020,Cali,58.52073987,Nuevos,Ajuste,Base
69,14/05/2020,Cali,64.11745673,Nuevos,Ajuste,Base
70,15/05/2020,Cali,68.639227,Nuevos,Ajuste,Base
71,16/05/2020,Cali,72.83954294,Nuevos,Ajuste,Base
72,17/05/2020,Cali,75.07200079,Nuevos,Ajuste,Base
73,18/05/2020,Cali,75.00337256,Nuevos,Ajuste,Base
74,19/05/2020,Cali,83.25977732,Nuevos,Ajuste,Base
75,20/05/2020,Cali,85.65088299,Nuevos,Ajuste,Base
76,21/05/2020,Cali,94.03072979,Nuevos,Ajuste,Base
77,22/05/2020,Cali,94.96849487,Nuevos,Ajuste,Base
78,23/05/2020,Cali,98.23440535,Nuevos,Ajuste,Base
79,24/05/2020,Cali,100.7586228,Nuevos,Ajuste,Base
80,25/05/2020,Cali,99.83415034,Nuevos,Ajuste,Base
81,26/05/2020,Cali,105.0683675,Nuevos,Ajuste,Base
82,27/05/2020,Cali,109.7449817,Nuevos,Ajuste,Base
83,28/05/2020,Cali,114.634573,Nuevos,Ajuste,Base
84,29/05/2020,Cali,123.537765,Nuevos,Ajuste,Base
85,30/05/2020,Cali,128.2418818,Nuevos,Ajuste,Base
86,31/05/2020,Cali,133.4071566,Nuevos,Ajuste,Base
87,1/06/2020,Cali,134.9810703,Nuevos,Ajuste,Base
88,2/06/2020,Cali,159.0587429,Nuevos,Ajuste,Base
89,3/06/2020,Cali,160.9995646,Nuevos,Ajuste,Base
90,4/06/2020,Cali,163.816027,Nuevos,Ajuste,Base
91,5/06/2020,Cali,164.0765245,Nuevos,Ajuste,Base
92,6/06/2020,Cali,184.9549155,Nuevos,Ajuste,Base
93,7/06/2020,Cali,191.4058019,Nuevos,Ajuste,Base
94,8/06/2020,Cali,191.0479621,Nuevos,Ajuste,Base
95,9/06/2020,Cali,205.223453,Nuevos,Ajuste,Base
96,10/06/2020,Cali,214.7223122,Nuevos,Ajuste,Base
97,11/06/2020,Cali,226.2200246,Nuevos,Ajuste,Base
98,12/06/2020,Cali,237.7375155,Nuevos,Ajuste,Base
99,13/06/2020,Cali,243.2563114,Nuevos,Ajuste,Base
100,14/06/2020,Cali,242.7369325,Nuevos,Ajuste,Base
101,15/06/2020,Cali,242.0232203,Nuevos,Ajuste,Base
102,16/06/2020,Cali,248.8051446,Nuevos,Ajuste,Base
103,17/06/2020,Cali,261.411143,Nuevos,Ajuste,Base
104,18/06/2020,Cali,270.3763245,Nuevos,Ajuste,Base
105,19/06/2020,Cali,276.348041,Nuevos,Ajuste,Base
106,20/06/2020,Cali,287.7333931,Nuevos,Ajuste,Base
107,21/06/2020,Cali,301.039357,Nuevos,Ajuste,Base
108,22/06/2020,Cali,304.8682874,Nuevos,Ajuste,Base
109,23/06/2020,Cali,328.1161281,Nuevos,Ajuste,Base
110,24/06/2020,Cali,346.1302236,Nuevos,Ajuste,Base
111,25/06/2020,Cali,356.2774885,Nuevos,Ajuste,Base
112,26/06/2020,Cali,383.7881164,Nuevos,Ajuste,Base
113,27/06/2020,Cali,401.8907143,Nuevos,Ajuste,Base
114,28/06/2020,Cali,410.3546333,Nuevos,Ajuste,Base
115,29/06/2020,Cali,416.6450301,Nuevos,Ajuste,Base
116,30/06/2020,Cali,428.9141674,Nuevos,Ajuste,Base
117,1/07/2020,Cali,448.1824339,Nuevos,Ajuste,Base
118,2/07/2020,Cali,479.3132307,Nuevos,Ajuste,Base
119,3/07/2020,Cali,489.9010855,Nuevos,Ajuste,Base
120,4/07/2020,Cali,493.3326344,Nuevos,Ajuste,Base
121,5/07/2020,Cali,493.1714576,Nuevos,Ajuste,Base
122,6/07/2020,Cali,492.9274565,Nuevos,Ajuste,Base
123,7/07/2020,Cali,526.6284184,Nuevos,Ajuste,Base
124,8/07/2020,Cali,535.2160867,Nuevos,Ajuste,Base
125,9/07/2020,Cali,533.8490792,Nuevos,Ajuste,Base
126,10/07/2020,Cali,543.7075949,Nuevos,Ajuste,Base
127,11/07/2020,Cali,561.9174328,Nuevos,Ajuste,Base
128,12/07/2020,Cali,557.2674823,Nuevos,Ajuste,Base
129,13/07/2020,Cali,549.7581744,Nuevos,Ajuste,Base
130,14/07/2020,Cali,563.4111951,Nuevos,Ajuste,Base
131,15/07/2020,Cali,578.7939708,Nuevos,Ajuste,Base
132,16/07/2020,Cali,576.8584431,Nuevos,Ajuste,Base
133,17/07/2020,Cali,577.0373467,Nuevos,Ajuste,Base
134,18/07/2020,Cali,574.8747247,Nuevos,Ajuste,Base
135,19/07/2020,Cali,565.6129397,Nuevos,Ajuste,Base
136,20/07/2020,Cali,545.8879325,Nuevos,Ajuste,Base
137,21/07/2020,Cali,548.3293976,Nuevos,Ajuste,Base
138,22/07/2020,Cali,552.9575698,Nuevos,Ajuste,Base
139,23/07/2020,Cali,537.3842965,Nuevos,Ajuste,Base
140,24/07/2020,Cali,529.8903728,Nuevos,Ajuste,Base
141,25/07/2020,Cali,529.0286082,Nuevos,Ajuste,Base
142,26/07/2020,Cali,529.7671753,Nuevos,Ajuste,Base
143,27/07/2020,Cali,511.9405162,Nuevos,Ajuste,Base
144,28/07/2020,Cali,546.3121966,Nuevos,Ajuste,Base
145,29/07/2020,Cali,531.3170505,Nuevos,Ajuste,Base
146,30/07/2020,Cali,529.7734686,Nuevos,Ajuste,Base
147,31/07/2020,Cali,514.1694985,Nuevos,Ajuste,Base
148,1/08/2020,Cali,505.6253828,Nuevos,Ajuste,Base
149,2/08/2020,Cali,525.1743511,Nuevos,Ajuste,Base
150,3/08/2020,Cali,516.6577329,Nuevos,Ajuste,Base
151,4/08/2020,Cali,506.930151,Nuevos,Ajuste,Base
152,5/08/2020,Cali,508.1837075,Nuevos,Ajuste,Base
153,6/08/2020,Cali,485.9389185,Nuevos,Ajuste,Base
154,7/08/2020,Cali,468.6592379,Nuevos,Ajuste,Base
155,8/08/2020,Cali,446.6596199,Nuevos,Ajuste,Base
156,9/08/2020,Cali,428.3659821,Nuevos,Ajuste,Base
157,10/08/2020,Cali,419.8563685,Nuevos,Ajuste,Base
158,11/08/2020,Cali,418.5704752,Nuevos,Ajuste,Base
159,12/08/2020,Cali,401.4667022,Nuevos,Ajuste,Base
160,13/08/2020,Cali,394.4343952,Nuevos,Ajuste,Base
161,14/08/2020,Cali,381.1861754,Nuevos,Ajuste,Base
162,15/08/2020,Cali,367.7700262,Nuevos,Ajuste,Base
163,16/08/2020,Cali,354.2470527,Nuevos,Ajuste,Base
164,17/08/2020,Cali,339.9307225,Nuevos,Ajuste,Base
165,18/08/2020,Cali,325.3452366,Nuevos,Ajuste,Base
166,19/08/2020,Cali,326.7463988,Nuevos,Ajuste,Base
167,20/08/2020,Cali,323.5244033,Nuevos,Ajuste,Base
168,21/08/2020,Cali,353.9400412,Nuevos,Ajuste,Base
169,22/08/2020,Cali,320.7826207,Nuevos,Ajuste,Base
170,23/08/2020,Cali,291.8461968,Nuevos,Ajuste,Base
171,24/08/2020,Cali,264.4449012,Nuevos,Ajuste,Base
172,25/08/2020,Cali,255.1076342,Nuevos,Ajuste,Base
173,26/08/2020,Cali,239.0176859,Nuevos,Ajuste,Base
174,27/08/2020,Cali,222.3873491,Nuevos,Ajuste,Base
182,4/09/2020,Cali,206.4249985,Nuevos,P_Gompertz,Base
183,5/09/2020,Cali,198.2559418,Nuevos,P_Gompertz,Base
184,6/09/2020,Cali,190.0634314,Nuevos,P_Gompertz,Base
185,7/09/2020,Cali,181.8897142,Nuevos,P_Gompertz,Base
186,8/09/2020,Cali,173.772178,Nuevos,P_Gompertz,Base
187,9/09/2020,Cali,165.7437594,Nuevos,P_Gompertz,Base
188,10/09/2020,Cali,157.8333135,Nuevos,P_Gompertz,Base
189,11/09/2020,Cali,150.0659526,Nuevos,P_Gompertz,Base
190,12/09/2020,Cali,142.4633547,Nuevos,P_Gompertz,Base
191,13/09/2020,Cali,135.0440483,Nuevos,P_Gompertz,Base
192,14/09/2020,Cali,127.823674,Nuevos,P_Gompertz,Base
193,15/09/2020,Cali,120.8152265,Nuevos,P_Gompertz,Base
194,16/09/2020,Cali,114.0292799,Nuevos,P_Gompertz,Base
195,17/09/2020,Cali,107.4741959,Nuevos,P_Gompertz,Base
196,18/09/2020,Cali,101.1563191,Nuevos,P_Gompertz,Base
197,19/09/2020,Cali,95.08015849,Nuevos,P_Gompertz,Base
198,20/09/2020,Cali,89.24855794,Nuevos,P_Gompertz,Base
199,21/09/2020,Cali,83.66285545,Nuevos,P_Gompertz,Base
200,22/09/2020,Cali,78.32303266,Nuevos,P_Gompertz,Base
201,23/09/2020,Cali,73.22785496,Nuevos,P_Gompertz,Base
202,24/09/2020,Cali,68.37500293,Nuevos,P_Gompertz,Base
203,25/09/2020,Cali,63.76119555,Nuevos,P_Gompertz,Base
204,26/09/2020,Cali,59.38230561,Nuevos,P_Gompertz,Base
205,27/09/2020,Cali,55.23346769,Nuevos,P_Gompertz,Base
206,28/09/2020,Cali,51.30917896,Nuevos,P_Gompertz,Base
207,29/09/2020,Cali,47.60339332,Nuevos,P_Gompertz,Base
208,30/09/2020,Cali,44.10960875,Nuevos,P_Gompertz,Base
209,1/10/2020,Cali,40.82094854,Nuevos,P_Gompertz,Base
210,2/10/2020,Cali,37.73023631,Nuevos,P_Gompertz,Base
211,3/10/2020,Cali,34.8300652,Nuevos,P_Gompertz,Base
182,4/09/2020,Cali,206.4249985,Nuevos,P_Final,Base
183,5/09/2020,Cali,198.2559418,Nuevos,P_Final,Base
184,6/09/2020,Cali,190.0634314,Nuevos,P_Final,Base
185,7/09/2020,Cali,181.8897142,Nuevos,P_Final,Base
186,8/09/2020,Cali,173.772178,Nuevos,P_Final,Base
187,9/09/2020,Cali,165.7437594,Nuevos,P_Final,Base
188,10/09/2020,Cali,157.8333135,Nuevos,P_Final,Base
189,11/09/2020,Cali,150.0659526,Nuevos,P_Final,Base
190,12/09/2020,Cali,142.4633547,Nuevos,P_Final,Base
191,13/09/2020,Cali,135.0440483,Nuevos,P_Final,Base
192,14/09/2020,Cali,127.823674,Nuevos,P_Final,Base
193,15/09/2020,Cali,120.8152265,Nuevos,P_Final,Base
194,16/09/2020,Cali,114.0292799,Nuevos,P_Final,Base
195,17/09/2020,Cali,107.4741959,Nuevos,P_Final,Base
196,18/09/2020,Cali,101.1563191,Nuevos,P_Final,Base
197,19/09/2020,Cali,95.08015849,Nuevos,P_Final,Base
198,20/09/2020,Cali,104.6284276,Nuevos,P_Final,Base
199,21/09/2020,Cali,116.4413953,Nuevos,P_Final,Base
200,22/09/2020,Cali,130.5149991,Nuevos,P_Final,Base
201,23/09/2020,Cali,146.8458208,Nuevos,P_Final,Base
202,24/09/2020,Cali,165.4316364,Nuevos,P_Final,Base
203,25/09/2020,Cali,186.2718937,Nuevos,P_Final,Base
204,26/09/2020,Cali,209.3681483,Nuevos,P_Final,Base
205,27/09/2020,Cali,234.7244312,Nuevos,P_Final,Base
206,28/09/2020,Cali,262.3475623,Nuevos,P_Final,Base
207,29/09/2020,Cali,292.247468,Nuevos,P_Final,Base
208,30/09/2020,Cali,324.4373931,Nuevos,P_Final,Base
